"season","yr","weekday","holiday","temp","windspeed","weathersit","hr","hum","cnt"
3,0,3,0,0.7,0.2836,1,8,0.48,540
3,0,3,0,0.72,0.3881,1,9,0.45,221
3,0,3,0,0.74,0.2836,1,10,0.42,126
3,0,3,0,0.76,0.2239,1,11,0.35,170
3,0,3,0,0.76,0.2537,1,12,0.35,243
3,0,3,0,0.8,0.3284,1,13,0.31,231
3,0,3,0,0.8,0.194,1,14,0.31,188
3,0,3,0,0.82,0.1642,1,15,0.3,189
3,0,3,0,0.82,0.4179,1,16,0.3,328
3,0,3,0,0.82,0.4179,1,17,0.26,570
3,0,3,0,0.8,0.2985,1,18,0.29,588
3,0,3,0,0.76,0.3881,1,19,0.35,401
3,0,3,0,0.74,0.2985,1,20,0.37,333
3,0,3,0,0.72,0.2239,1,21,0.39,221
3,0,3,0,0.7,0.194,1,22,0.42,183
3,0,3,0,0.68,0.194,1,23,0.47,129
3,0,4,0,0.66,0.1642,1,0,0.5,54
3,0,4,0,0.64,0.1343,1,1,0.53,32
3,0,4,0,0.62,0.1343,1,2,0.57,8
3,0,4,0,0.6,0.1642,1,3,0.6,9
3,0,4,0,0.58,0.1343,1,4,0.64,6
3,0,4,0,0.58,0.2537,1,5,0.64,25
3,0,4,0,0.6,0.2537,1,6,0.64,123
3,0,4,0,0.62,0.2239,1,7,0.61,320
3,0,4,0,0.68,0.2239,1,8,0.47,555
3,0,4,0,0.7,0.2239,1,9,0.42,260
3,0,4,0,0.72,0.194,1,10,0.42,132
3,0,4,0,0.74,0.1343,1,11,0.37,169
3,0,4,0,0.76,0.1642,1,12,0.35,233
3,0,4,0,0.76,0.194,1,13,0.33,232
3,0,4,0,0.78,0.194,1,14,0.31,163
3,0,4,0,0.78,0.2537,1,15,0.25,240
3,0,4,0,0.8,0.1343,1,16,0.26,323
3,0,4,0,0.78,0.3582,1,17,0.27,594
3,0,4,0,0.76,0.2537,1,18,0.29,586
3,0,4,0,0.74,0.194,1,19,0.33,455
3,0,4,0,0.74,0.194,1,20,0.33,340
3,0,4,0,0.72,0.1045,1,21,0.37,323
3,0,4,0,0.7,0.1642,1,22,0.42,207
3,0,4,0,0.66,0,1,23,0.5,126
3,0,5,0,0.66,0,1,0,0.5,68
3,0,5,0,0.66,0,1,1,0.5,31
3,0,5,0,0.62,0,1,2,0.69,13
3,0,5,0,0.64,0,1,3,0.53,11
3,0,5,0,0.62,0,1,4,0.57,6
3,0,5,0,0.6,0.1343,1,5,0.64,30
3,0,5,0,0.62,0.1343,1,6,0.61,108
3,0,5,0,0.66,0.1045,1,7,0.54,243
3,0,5,0,0.7,0.1642,1,8,0.42,492
3,0,5,0,0.74,0.1642,1,9,0.35,260
3,0,5,0,0.76,0.1642,1,10,0.33,170
3,0,5,0,0.8,0,1,11,0.26,214
3,0,5,0,0.8,0,1,12,0.26,263
3,0,5,0,0.8,0,1,13,0.24,292
3,0,5,0,0.82,0.194,1,14,0.23,303
3,0,5,0,0.82,0.2537,1,15,0.21,381
3,0,5,0,0.82,0,1,16,0.17,427
3,0,5,0,0.82,0.194,1,17,0.21,461
3,0,5,0,0.8,0.2537,1,18,0.24,422
3,0,5,0,0.78,0.194,1,19,0.25,318
3,0,5,0,0.72,0.2239,1,20,0.42,269
3,0,5,0,0.7,0.194,1,21,0.45,218
3,0,5,0,0.7,0,1,22,0.42,222
3,0,5,0,0.68,0.0896,1,23,0.47,140
3,0,6,0,0.68,0.0896,1,0,0.47,115
3,0,6,0,0.66,0,1,1,0.54,78
3,0,6,0,0.64,0,1,2,0.53,52
3,0,6,0,0.64,0,1,3,0.53,26
3,0,6,0,0.62,0,1,4,0.61,11
3,0,6,0,0.58,0.1045,1,5,0.73,14
3,0,6,0,0.62,0.1045,1,6,0.69,32
3,0,6,0,0.64,0,1,7,0.65,45
3,0,6,0,0.68,0,1,8,0.57,132
3,0,6,0,0.74,0.0896,1,9,0.51,179
3,0,6,0,0.8,0,1,10,0.36,271
3,0,6,0,0.8,0.0896,1,11,0.36,357
3,0,6,0,0.82,0.1343,1,12,0.3,374
3,0,6,0,0.82,0.1045,1,13,0.3,404
3,0,6,0,0.84,0,1,14,0.2,392
3,0,6,0,0.86,0.1642,1,15,0.19,331
3,0,6,0,0.88,0.2239,1,16,0.22,398
3,0,6,0,0.84,0.2239,1,17,0.3,349
3,0,6,0,0.82,0.2836,1,18,0.3,383
3,0,6,0,0.8,0.2239,1,19,0.33,305
3,0,6,0,0.76,0.2836,1,20,0.45,284
3,0,6,0,0.74,0.194,1,21,0.48,232
3,0,6,0,0.72,0.1642,1,22,0.51,201
3,0,6,0,0.72,0.2836,1,23,0.54,154
3,0,0,0,0.7,0.2239,1,0,0.58,144
3,0,0,0,0.7,0.1642,2,1,0.61,78
3,0,0,0,0.7,0.194,1,2,0.58,69
3,0,0,0,0.68,0.0896,3,3,0.65,33
3,0,0,0,0.68,0.0896,3,4,0.65,5
3,0,0,0,0.62,0.194,3,5,0.83,1
3,0,0,0,0.62,0.0896,2,6,0.94,3
3,0,0,0,0.64,0.194,2,7,0.89,25
3,0,0,0,0.68,0.2239,1,8,0.79,92
3,0,0,0,0.7,0.2537,1,9,0.74,181
3,0,0,0,0.74,0.1642,1,10,0.66,264
3,0,0,0,0.76,0.1045,1,11,0.62,390
3,0,0,0,0.8,0.1045,1,12,0.55,404
3,0,0,0,0.8,0.2239,1,13,0.59,421
3,0,0,0,0.82,0.2537,1,14,0.56,375
3,0,0,0,0.84,0.2985,1,15,0.53,376
3,0,0,0,0.84,0.2985,1,16,0.53,414
3,0,0,0,0.8,0.8507,3,17,0.49,358
3,0,0,0,0.8,0.8507,3,18,0.49,181
3,0,0,0,0.66,0.194,2,19,0.83,183
3,0,0,0,0.66,0,3,20,0.83,176
3,0,0,0,0.66,0.1642,2,21,0.83,167
3,0,0,0,0.66,0.1045,2,22,0.78,162
3,0,0,0,0.64,0.1642,1,23,0.83,147
3,0,1,1,0.64,0.1343,1,0,0.83,140
3,0,1,1,0.64,0.0896,1,1,0.83,119
3,0,1,1,0.64,0,1,2,0.83,63
3,0,1,1,0.64,0,1,3,0.78,26
3,0,1,1,0.66,0.0896,2,4,0.78,12
3,0,1,1,0.64,0.1343,2,5,0.83,4
3,0,1,1,0.64,0.1642,1,6,0.89,16
3,0,1,1,0.66,0.1343,1,7,0.83,36
3,0,1,1,0.7,0.1045,1,8,0.74,86
3,0,1,1,0.72,0.0896,2,9,0.66,238
3,0,1,1,0.76,0.0896,2,10,0.55,280
3,0,1,1,0.76,0.0896,2,11,0.55,349
3,0,1,1,0.78,0,2,12,0.52,447
3,0,1,1,0.78,0,2,13,0.49,423
3,0,1,1,0.8,0,1,14,0.46,408
3,0,1,1,0.82,0.0896,1,15,0.43,408
3,0,1,1,0.82,0,1,16,0.41,452
3,0,1,1,0.8,0,1,17,0.46,436
3,0,1,1,0.8,0.1343,1,18,0.46,418
3,0,1,1,0.78,0.1642,2,19,0.49,375
3,0,1,1,0.76,0.1045,2,20,0.55,386
3,0,1,1,0.74,0.1045,2,21,0.62,457
3,0,1,1,0.74,0.1343,2,22,0.62,326
3,0,1,1,0.72,0.1045,2,23,0.7,138
3,0,2,0,0.7,0.1642,2,0,0.65,55
3,0,2,0,0.7,0.1045,1,1,0.65,39
3,0,2,0,0.66,0.0896,1,2,0.74,13
3,0,2,0,0.66,0.2239,1,3,0.74,8
3,0,2,0,0.66,0.1642,1,4,0.69,5
3,0,2,0,0.66,0,1,5,0.69,20
3,0,2,0,0.66,0.0896,1,6,0.74,94
3,0,2,0,0.7,0.0896,1,7,0.65,270
3,0,2,0,0.72,0.1343,1,8,0.62,432
3,0,2,0,0.74,0.1343,1,9,0.58,227
3,0,2,0,0.76,0.1045,1,10,0.52,139
3,0,2,0,0.78,0.1045,1,11,0.46,172
3,0,2,0,0.8,0.1045,1,12,0.43,201
3,0,2,0,0.82,0.1045,1,13,0.43,203
3,0,2,0,0.8,0.1642,1,14,0.49,178
3,0,2,0,0.82,0,1,15,0.43,162
3,0,2,0,0.82,0.1045,1,16,0.46,281
3,0,2,0,0.82,0.1045,1,17,0.46,545
3,0,2,0,0.8,0.1642,1,18,0.55,496
3,0,2,0,0.8,0.1343,1,19,0.59,368
3,0,2,0,0.76,0.1045,1,20,0.66,284
3,0,2,0,0.78,0.2537,1,21,0.62,245
3,0,2,0,0.76,0.2239,1,22,0.66,155
3,0,2,0,0.74,0.1642,1,23,0.66,73
3,0,3,0,0.72,0.194,1,0,0.74,37
3,0,3,0,0.7,0.1343,1,1,0.74,15
3,0,3,0,0.7,0.0896,1,2,0.79,5
3,0,3,0,0.7,0,1,3,0.79,6
3,0,3,0,0.68,0.0896,2,4,0.83,6
3,0,3,0,0.68,0.0896,1,5,0.83,35
3,0,3,0,0.7,0.0896,1,6,0.79,121
3,0,3,0,0.72,0,2,7,0.79,312
3,0,3,0,0.72,0.1045,2,8,0.74,428
3,0,3,0,0.7,0.194,3,9,0.79,189
3,0,3,0,0.7,0.0896,3,10,0.79,43
3,0,3,0,0.72,0,2,11,0.74,127
3,0,3,0,0.74,0.0896,2,12,0.66,152
3,0,3,0,0.74,0.1045,2,13,0.7,140
3,0,3,0,0.76,0.2836,1,14,0.66,163
3,0,3,0,0.76,0.2836,1,15,0.7,185
3,0,3,0,0.76,0.2537,1,16,0.7,275
3,0,3,0,0.78,0.2239,1,17,0.59,596
3,0,3,0,0.76,0.194,1,18,0.62,563
3,0,3,0,0.74,0.2239,1,19,0.7,394
3,0,3,0,0.72,0.2537,1,20,0.74,312
3,0,3,0,0.7,0.194,1,21,0.79,241
3,0,3,0,0.7,0.194,1,22,0.79,186
3,0,3,0,0.68,0.2239,1,23,0.83,98
3,0,4,0,0.66,0.1343,1,0,0.89,35
3,0,4,0,0.66,0.194,1,1,0.89,16
3,0,4,0,0.66,0.194,1,2,0.89,8
3,0,4,0,0.64,0.1045,1,3,0.94,4
3,0,4,0,0.64,0.1045,1,4,0.89,4
3,0,4,0,0.64,0.1045,1,5,0.89,32
3,0,4,0,0.64,0.1343,2,6,0.89,118
3,0,4,0,0.66,0.1045,2,7,0.89,292
3,0,4,0,0.7,0.194,2,8,0.79,443
3,0,4,0,0.74,0.1642,1,9,0.7,179
3,0,4,0,0.78,0,1,10,0.62,101
3,0,4,0,0.82,0.1343,1,11,0.52,142
3,0,4,0,0.84,0,1,12,0.41,171
3,0,4,0,0.86,0,1,13,0.41,155
3,0,4,0,0.86,0.2537,1,14,0.41,160
3,0,4,0,0.86,0.2537,1,15,0.41,166
3,0,4,0,0.86,0.2239,1,16,0.39,265
3,0,4,0,0.86,0.2537,1,17,0.36,569
3,0,4,0,0.84,0.2985,1,18,0.44,562
3,0,4,0,0.82,0.2836,1,19,0.52,365
3,0,4,0,0.76,0.3582,1,20,0.58,285
3,0,4,0,0.74,0.1642,1,21,0.62,209
3,0,4,0,0.74,0.1642,1,22,0.62,182
3,0,4,0,0.72,0,1,23,0.66,129
3,0,5,0,0.74,0.1045,1,0,0.66,47
3,0,5,0,0.72,0,1,1,0.79,34
3,0,5,0,0.7,0.1642,2,2,0.74,22
3,0,5,0,0.68,0.1045,1,3,0.79,6
3,0,5,0,0.7,0.2537,1,4,0.79,11
3,0,5,0,0.68,0.2537,1,5,0.79,27
3,0,5,0,0.7,0.1045,1,6,0.74,102
3,0,5,0,0.7,0.194,2,7,0.79,332
3,0,5,0,0.72,0.2537,2,8,0.74,457
3,0,5,0,0.76,0.2985,2,9,0.7,241
3,0,5,0,0.74,0.3582,2,10,0.7,138
3,0,5,0,0.74,0.2537,2,11,0.74,165
3,0,5,0,0.76,0.2836,2,12,0.7,213
3,0,5,0,0.78,0.2836,2,13,0.66,229
3,0,5,0,0.8,0.3582,2,14,0.63,216
3,0,5,0,0.8,0.3582,2,15,0.63,141
3,0,5,0,0.68,0.4478,3,16,0.83,132
3,0,5,0,0.66,0.4478,3,17,0.89,167
3,0,5,0,0.66,0.0896,1,18,0.83,316
3,0,5,0,0.66,0.0896,1,19,0.83,270
3,0,5,0,0.66,0.1642,1,20,0.83,250
3,0,5,0,0.66,0.2537,2,21,0.83,204
3,0,5,0,0.66,0.194,2,22,0.78,169
3,0,5,0,0.66,0.0896,2,23,0.78,151
3,0,6,0,0.66,0.1343,2,0,0.83,121
3,0,6,0,0.64,0.1045,2,1,0.89,53
3,0,6,0,0.64,0.1642,1,2,0.89,55
3,0,6,0,0.64,0.1343,1,3,0.89,30
3,0,6,0,0.64,0.2239,1,4,0.83,6
3,0,6,0,0.62,0.1642,2,5,0.88,15
3,0,6,0,0.64,0.194,2,6,0.83,38
3,0,6,0,0.66,0.194,1,7,0.78,71
3,0,6,0,0.7,0.2537,1,8,0.7,182
3,0,6,0,0.74,0.2836,1,9,0.58,247
3,0,6,0,0.76,0.1642,1,10,0.52,264
3,0,6,0,0.78,0.2985,1,11,0.46,290
3,0,6,0,0.8,0.2537,1,12,0.46,366
3,0,6,0,0.82,0.2239,1,13,0.41,416
3,0,6,0,0.84,0.1343,1,14,0.36,373
3,0,6,0,0.84,0.0896,1,15,0.34,402
3,0,6,0,0.82,0,1,16,0.38,416
3,0,6,0,0.84,0,1,17,0.32,401
3,0,6,0,0.82,0.1045,1,18,0.36,378
3,0,6,0,0.76,0.1642,1,19,0.55,306
3,0,6,0,0.76,0.2239,1,20,0.58,314
3,0,6,0,0.74,0.1642,1,21,0.58,238
3,0,6,0,0.72,0.1642,1,22,0.62,214
3,0,6,0,0.72,0.194,1,23,0.58,140
3,0,0,0,0.7,0.1642,1,0,0.61,154
3,0,0,0,0.7,0.1343,1,1,0.61,113
3,0,0,0,0.68,0.0896,1,2,0.69,96
3,0,0,0,0.66,0.0896,1,3,0.74,25
3,0,0,0,0.66,0.0896,1,4,0.69,5
3,0,0,0,0.66,0,1,5,0.74,17
3,0,0,0,0.64,0.0896,1,6,0.78,25
3,0,0,0,0.7,0.0896,1,7,0.7,65
3,0,0,0,0.72,0,1,8,0.66,92
3,0,0,0,0.74,0.0896,1,9,0.66,169
3,0,0,0,0.76,0.1343,1,10,0.55,268
3,0,0,0,0.78,0.194,1,11,0.55,287
3,0,0,0,0.82,0.2836,1,12,0.46,377
3,0,0,0,0.8,0.2985,1,13,0.46,367
3,0,0,0,0.82,0.3284,1,14,0.41,349
3,0,0,0,0.84,0.2836,1,15,0.39,361
3,0,0,0,0.84,0.2836,1,16,0.41,372
3,0,0,0,0.84,0.2239,1,17,0.36,363
3,0,0,0,0.82,0.2836,1,18,0.43,363
3,0,0,0,0.8,0.3284,1,19,0.49,303
3,0,0,0,0.76,0.194,1,20,0.55,268
3,0,0,0,0.74,0.2537,1,21,0.62,227
3,0,0,0,0.74,0.2239,1,22,0.66,143
3,0,0,0,0.72,0.2537,1,23,0.66,72
3,0,1,0,0.7,0.194,1,0,0.65,35
3,0,1,0,0.7,0.2836,1,1,0.61,10
3,0,1,0,0.7,0.2239,1,2,0.61,12
3,0,1,0,0.68,0.1642,1,3,0.65,10
3,0,1,0,0.66,0.2239,1,4,0.74,4
3,0,1,0,0.66,0.1343,1,5,0.74,26
3,0,1,0,0.68,0.194,1,6,0.74,121
3,0,1,0,0.7,0.2537,1,7,0.74,317
3,0,1,0,0.74,0.2836,1,8,0.66,420
3,0,1,0,0.78,0.2985,1,9,0.59,208
3,0,1,0,0.8,0.3582,1,10,0.55,117
3,0,1,0,0.82,0.2985,1,11,0.56,128
3,0,1,0,0.84,0.2836,1,12,0.53,148
3,0,1,0,0.86,0.2537,1,13,0.5,141
3,0,1,0,0.86,0.2836,1,14,0.53,134
3,0,1,0,0.86,0.4179,1,15,0.56,146
3,0,1,0,0.86,0.3881,1,16,0.56,239
3,0,1,0,0.86,0.4179,1,17,0.56,514
3,0,1,0,0.86,0.3881,1,18,0.53,472
3,0,1,0,0.84,0.3284,1,19,0.59,373
3,0,1,0,0.72,0.4179,1,20,0.74,236
3,0,1,0,0.7,0.4179,1,21,0.79,130
3,0,1,0,0.72,0.1343,1,22,0.74,90
3,0,1,0,0.7,0.1343,1,23,0.79,55
3,0,2,0,0.7,0.1343,1,0,0.79,22
3,0,2,0,0.7,0.0896,1,1,0.79,14
3,0,2,0,0.7,0.1045,1,2,0.79,9
3,0,2,0,0.7,0,2,3,0.79,8
3,0,2,0,0.7,0.1642,1,4,0.79,6
3,0,2,0,0.7,0.0896,1,5,0.79,25
3,0,2,0,0.74,0.2239,1,6,0.58,115
3,0,2,0,0.76,0.194,1,7,0.55,330
3,0,2,0,0.76,0.2239,1,8,0.58,417
3,0,2,0,0.78,0.4925,1,9,0.55,176
3,0,2,0,0.82,0.1642,1,10,0.52,123
3,0,2,0,0.82,0.1642,1,11,0.52,125
3,0,2,0,0.86,0.2985,1,12,0.44,163
3,0,2,0,0.86,0.2239,1,13,0.47,136
3,0,2,0,0.9,0.2985,1,14,0.42,124
3,0,2,0,0.9,0.3582,1,15,0.42,148
3,0,2,0,0.86,0.2836,1,16,0.44,202
3,0,2,0,0.88,0.2836,1,17,0.44,428
3,0,2,0,0.86,0.2985,1,18,0.47,511
3,0,2,0,0.84,0.2836,1,19,0.44,337
3,0,2,0,0.82,0.194,1,20,0.43,308
3,0,2,0,0.82,0.1045,1,21,0.43,258
3,0,2,0,0.8,0.1343,1,22,0.46,194
3,0,2,0,0.78,0,1,23,0.52,79
3,0,3,0,0.76,0,1,0,0.62,46
3,0,3,0,0.76,0,1,1,0.55,12
3,0,3,0,0.76,0,1,2,0.55,5
3,0,3,0,0.74,0.194,1,3,0.58,4
3,0,3,0,0.74,0.2537,1,4,0.58,5
3,0,3,0,0.74,0.194,1,5,0.58,26
3,0,3,0,0.74,0.1642,1,6,0.58,121
3,0,3,0,0.76,0.2537,1,7,0.55,313
3,0,3,0,0.8,0.2537,1,8,0.49,449
3,0,3,0,0.82,0.194,1,9,0.41,186
3,0,3,0,0.82,0.194,1,10,0.46,113
3,0,3,0,0.84,0.1642,1,11,0.39,165
3,0,3,0,0.84,0.2836,1,12,0.41,174
3,0,3,0,0.82,0.1343,3,13,0.46,158
3,0,3,0,0.82,0.1343,3,14,0.46,116
3,0,3,0,0.64,0.1343,3,15,0.94,46
3,0,3,0,0.66,0,2,16,0.89,141
3,0,3,0,0.7,0,1,17,0.79,488
3,0,3,0,0.72,0.1343,1,18,0.79,463
3,0,3,0,0.7,0.1045,1,19,0.79,419
3,0,3,0,0.7,0.1642,1,20,0.84,342
3,0,3,0,0.7,0.1045,1,21,0.79,250
3,0,3,0,0.68,0.194,1,22,0.83,184
3,0,3,0,0.66,0.2537,1,23,0.83,116
3,0,4,0,0.66,0.2985,1,0,0.69,46
3,0,4,0,0.66,0.2537,1,1,0.61,25
3,0,4,0,0.64,0.2985,1,2,0.57,10
3,0,4,0,0.62,0.2985,1,3,0.57,6
3,0,4,0,0.62,0.2537,1,4,0.53,6
3,0,4,0,0.6,0.2239,1,5,0.56,28
3,0,4,0,0.6,0.2239,1,6,0.6,130
3,0,4,0,0.62,0.2537,1,7,0.53,334
3,0,4,0,0.64,0.3582,1,8,0.5,486
3,0,4,0,0.68,0.2836,1,9,0.47,224
3,0,4,0,0.7,0.2537,1,10,0.42,127
3,0,4,0,0.72,0.2239,1,11,0.37,148
3,0,4,0,0.74,0.2537,1,12,0.35,223
3,0,4,0,0.76,0.3284,1,13,0.33,177
3,0,4,0,0.74,0.2836,1,14,0.35,178
3,0,4,0,0.76,0.2985,1,15,0.33,180
3,0,4,0,0.76,0.1343,1,16,0.33,274
3,0,4,0,0.74,0.1343,1,17,0.37,595
3,0,4,0,0.72,0.194,1,18,0.42,578
3,0,4,0,0.72,0.2239,1,19,0.39,400
3,0,4,0,0.7,0.2239,1,20,0.42,348
3,0,4,0,0.66,0.1343,1,21,0.5,261
3,0,4,0,0.64,0.0896,1,22,0.57,176
3,0,4,0,0.64,0.2537,1,23,0.65,124
3,0,5,0,0.62,0.2239,1,0,0.73,80
3,0,5,0,0.62,0.194,1,1,0.73,20
3,0,5,0,0.6,0.1642,1,2,0.78,38
3,0,5,0,0.6,0.194,1,3,0.73,7
3,0,5,0,0.6,0.1642,1,4,0.73,10
3,0,5,0,0.6,0.1343,1,5,0.73,23
3,0,5,0,0.6,0.1045,2,6,0.73,120
3,0,5,0,0.64,0.1045,1,7,0.65,274
3,0,5,0,0.64,0.2537,1,8,0.65,564
3,0,5,0,0.68,0.194,1,9,0.54,207
3,0,5,0,0.66,0.1642,2,10,0.61,166
3,0,5,0,0.7,0.1343,1,11,0.54,210
3,0,5,0,0.7,0.194,1,12,0.48,238
3,0,5,0,0.7,0.194,1,13,0.54,247
3,0,5,0,0.7,0.194,1,14,0.51,265
3,0,5,0,0.72,0.1642,1,15,0.45,237
3,0,5,0,0.72,0.194,1,16,0.51,361
3,0,5,0,0.74,0.2537,1,17,0.42,587
3,0,5,0,0.72,0.2239,1,18,0.45,496
3,0,5,0,0.7,0.2239,1,19,0.45,394
3,0,5,0,0.7,0.2239,1,20,0.51,343
3,0,5,0,0.66,0.1045,1,21,0.54,261
3,0,5,0,0.66,0.2239,1,22,0.57,223
3,0,5,0,0.64,0.1642,1,23,0.61,167
3,0,6,0,0.62,0.194,1,0,0.65,110
3,0,6,0,0.6,0.1045,1,1,0.69,75
3,0,6,0,0.6,0.1343,1,2,0.73,58
3,0,6,0,0.6,0.1343,1,3,0.78,26
3,0,6,0,0.6,0.0896,1,4,0.73,16
3,0,6,0,0.58,0.0896,1,5,0.78,10
3,0,6,0,0.6,0.1642,1,6,0.78,37
3,0,6,0,0.62,0.1343,1,7,0.73,52
3,0,6,0,0.66,0.1642,1,8,0.65,127
3,0,6,0,0.7,0.2239,1,9,0.54,222
3,0,6,0,0.72,0.194,1,10,0.54,322
3,0,6,0,0.74,0.2239,1,11,0.48,396
3,0,6,0,0.76,0.2836,1,12,0.43,463
3,0,6,0,0.76,0.2985,1,13,0.45,497
3,0,6,0,0.74,0.2985,1,14,0.45,433
3,0,6,0,0.76,0.3284,1,15,0.45,428
3,0,6,0,0.76,0.2836,1,16,0.45,425
3,0,6,0,0.76,0.2239,1,17,0.45,475
3,0,6,0,0.76,0.2836,1,18,0.45,428
3,0,6,0,0.74,0.194,1,19,0.48,406
3,0,6,0,0.72,0.2239,1,20,0.51,296
3,0,6,0,0.7,0.2239,1,21,0.58,252
3,0,6,0,0.7,0.2836,1,22,0.65,201
3,0,6,0,0.68,0.2239,1,23,0.61,168
3,0,0,0,0.66,0.2239,1,0,0.65,125
3,0,0,0,0.64,0.194,1,1,0.69,102
3,0,0,0,0.64,0.2239,1,2,0.69,94
3,0,0,0,0.64,0.2239,1,3,0.69,47
3,0,0,0,0.62,0.1642,1,4,0.73,10
3,0,0,0,0.64,0.2239,1,5,0.69,12
3,0,0,0,0.62,0.1642,1,6,0.73,21
3,0,0,0,0.64,0.1642,1,7,0.73,50
3,0,0,0,0.68,0.2239,1,8,0.65,118
3,0,0,0,0.72,0.2239,1,9,0.58,184
3,0,0,0,0.74,0.2239,1,10,0.6,304
3,0,0,0,0.76,0.2836,1,11,0.55,391
3,0,0,0,0.76,0.2836,1,12,0.55,420
3,0,0,0,0.8,0.2985,1,13,0.49,472
3,0,0,0,0.8,0.3582,1,14,0.49,430
3,0,0,0,0.82,0.2985,1,15,0.43,324
3,0,0,0,0.8,0.2985,1,16,0.46,317
3,0,0,0,0.8,0.3881,1,17,0.49,369
3,0,0,0,0.8,0.2985,1,18,0.46,390
3,0,0,0,0.76,0.2836,1,19,0.55,379
3,0,0,0,0.76,0.2537,1,20,0.58,262
3,0,0,0,0.74,0.2239,1,21,0.62,207
3,0,0,0,0.72,0.2239,1,22,0.66,181
3,0,0,0,0.7,0.1343,1,23,0.74,93
3,0,1,0,0.7,0.1343,1,0,0.74,51
3,0,1,0,0.7,0.2239,1,1,0.74,25
3,0,1,0,0.66,0.2239,1,2,0.83,10
3,0,1,0,0.66,0.194,1,3,0.78,7
3,0,1,0,0.64,0.1642,1,4,0.78,4
3,0,1,0,0.64,0.1045,1,5,0.78,17
3,0,1,0,0.64,0.1045,1,6,0.83,105
3,0,1,0,0.68,0.2239,1,7,0.74,277
3,0,1,0,0.7,0.194,1,8,0.7,347
3,0,1,0,0.74,0.2239,1,9,0.67,203
3,0,1,0,0.76,0.194,1,10,0.62,130
3,0,1,0,0.8,0.0896,1,11,0.55,141
3,0,1,0,0.8,0.194,1,12,0.59,165
3,0,1,0,0.82,0.2537,1,13,0.56,152
3,0,1,0,0.82,0.3284,1,14,0.56,138
3,0,1,0,0.84,0.3284,1,15,0.53,164
3,0,1,0,0.84,0.2836,1,16,0.53,265
3,0,1,0,0.84,0.3284,1,17,0.49,545
3,0,1,0,0.82,0.3582,1,18,0.49,558
3,0,1,0,0.8,0.2239,1,19,0.55,398
3,0,1,0,0.78,0.2239,1,20,0.59,323
3,0,1,0,0.74,0.194,1,21,0.66,202
3,0,1,0,0.76,0.2239,1,22,0.66,140
3,0,1,0,0.74,0.1642,1,23,0.66,91
3,0,2,0,0.74,0.1045,1,0,0.66,51
3,0,2,0,0.74,0.1343,2,1,0.66,13
3,0,2,0,0.72,0.1642,1,2,0.7,13
3,0,2,0,0.72,0.1642,1,3,0.7,3
3,0,2,0,0.72,0.1343,1,4,0.7,5
3,0,2,0,0.7,0.1045,2,5,0.74,19
3,0,2,0,0.72,0.1045,2,6,0.74,134
3,0,2,0,0.74,0.1642,2,7,0.7,315
3,0,2,0,0.76,0.1642,2,8,0.7,412
3,0,2,0,0.8,0.1343,2,9,0.63,199
3,0,2,0,0.82,0.1642,2,10,0.56,141
3,0,2,0,0.82,0,1,11,0.59,127
3,0,2,0,0.84,0.0896,1,12,0.56,153
3,0,2,0,0.86,0.1045,1,13,0.53,172
3,0,2,0,0.86,0.194,1,14,0.5,152
3,0,2,0,0.88,0.194,1,15,0.44,158
3,0,2,0,0.9,0.2985,1,16,0.42,277
3,0,2,0,0.8,0,1,17,0.66,513
3,0,2,0,0.8,0.1343,1,18,0.66,530
3,0,2,0,0.76,0.194,1,19,0.75,388
3,0,2,0,0.74,0.0896,1,20,0.74,277
3,0,2,0,0.74,0.1343,1,21,0.74,241
3,0,2,0,0.74,0,1,22,0.74,156
3,0,2,0,0.72,0.1642,3,23,0.79,92
3,0,3,0,0.7,0.1045,1,0,0.84,40
3,0,3,0,0.7,0,1,1,0.84,11
3,0,3,0,0.7,0,1,2,0.84,9
3,0,3,0,0.7,0.1045,1,3,0.84,6
3,0,3,0,0.68,0,1,4,0.83,4
3,0,3,0,0.68,0.1045,1,5,0.83,23
3,0,3,0,0.68,0.1045,2,6,0.89,116
3,0,3,0,0.7,0.1045,2,7,0.84,303
3,0,3,0,0.74,0,1,8,0.74,438
3,0,3,0,0.74,0.0896,1,9,0.7,209
3,0,3,0,0.76,0,1,10,0.7,110
3,0,3,0,0.8,0.0896,1,11,0.63,142
3,0,3,0,0.82,0,1,12,0.59,149
3,0,3,0,0.84,0.194,1,13,0.56,120
3,0,3,0,0.86,0.2239,1,14,0.53,127
3,0,3,0,0.86,0.1642,1,15,0.5,138
3,0,3,0,0.84,0,1,16,0.56,234
3,0,3,0,0.84,0.194,1,17,0.59,455
3,0,3,0,0.84,0.2239,1,18,0.59,497
3,0,3,0,0.82,0.1642,1,19,0.67,382
3,0,3,0,0.8,0.2239,1,20,0.75,309
3,0,3,0,0.8,0.1642,1,21,0.66,242
3,0,3,0,0.78,0.2239,1,22,0.7,169
3,0,3,0,0.76,0.2537,1,23,0.75,99
3,0,4,0,0.76,0.194,2,0,0.75,42
3,0,4,0,0.74,0.2239,2,1,0.84,21
3,0,4,0,0.74,0.2239,2,2,0.84,6
3,0,4,0,0.74,0.1343,2,3,0.79,6
3,0,4,0,0.72,0.1045,2,4,0.84,4
